HSISID,SCORE,TYPE,INSPECTOR,date,RESTAURANTOPENDATE
04092016135,94,Inspection,Loc Nguyen,2018-12-03,2012-03-16
04092016135,97.5,Inspection,Loc Nguyen,2019-02-25,2012-03-16
04092016135,93,Inspection,Loc Nguyen,2019-06-17,2012-03-16
04092016135,97.5,Inspection,Loc Nguyen,2019-09-11,2012-03-16
04092016135,98.5,Inspection,Loc Nguyen,2020-01-09,2012-03-16
04092016135,98,Inspection,Loc Nguyen,2020-04-02,2012-03-16
04092016135,96,Inspection,Loc Nguyen,2020-07-17,2012-03-16
04092016135,91.5,Inspection,Shannon Flynn,2020-10-09,2012-03-16
04092017810,97.5,Inspection,Lisa McCoy,2018-04-10,2018-03-23
04092017810,97.5,Inspection,Lisa McCoy,2018-08-10,2018-03-23
04092017810,93.5,Inspection,Lauren Harden,2018-11-26,2018-03-23
04092017810,94,Inspection,Lauren Harden,2019-02-14,2018-03-23
04092017810,94,Inspection,Lauren Harden,2019-07-25,2018-03-23
04092017810,95,Inspection,Lauren Harden,2019-10-22,2018-03-23
04092017810,95,Inspection,Lauren Harden,2020-02-12,2018-03-23
04092017810,94.5,Inspection,Lauren Harden,2020-05-14,2018-03-23
04092017091,99,Inspection,Chris Askew,2016-01-12,2015-11-13
04092017091,94,Inspection,James Smith,2016-08-24,2015-11-13
04092017091,94,Inspection,Marion Wearing,2017-05-17,2015-11-13
04092017091,95,Inspection,Maria Powell,2018-01-08,2015-11-13
04092017091,96.5,Inspection,Loc Nguyen,2018-09-17,2015-11-13
04092017091,96,Inspection,Loc Nguyen,2019-03-07,2015-11-13
04092017091,97,Inspection,Loc Nguyen,2019-09-03,2015-11-13
04092017091,98,Inspection,Loc Nguyen,2020-04-13,2015-11-13
04092017091,93,Inspection,Lucy Schrum,2020-09-14,2015-11-13
04092017613,98,Inspection,Karla Crowder,2017-06-30,2017-05-02
04092017613,97,Inspection,Caroline Suggs,2017-12-22,2017-05-02
04092017613,98,Inspection,Caroline Suggs,2018-06-29,2017-05-02
04092017613,96,Inspection,Caroline Suggs,2018-12-05,2017-05-02
04092017613,96.5,Inspection,Maria Powell,2019-06-19,2017-05-02
04092017613,97,Inspection,Sarah Thompson,2019-09-10,2017-05-02
04092017613,97.5,Inspection,Sarah Thompson,2020-01-21,2017-05-02
04092017613,95,Inspection,Lucy Schrum,2020-09-22,2017-05-02
04092017090,98,Inspection,Daryl Beasley,2015-12-17,2015-11-20
04092017090,99,Inspection,Daryl Beasley,2016-06-24,2015-11-20
04092017090,99,Inspection,Pamela Scott,2016-12-06,2015-11-20
04092017090,99,Inspection,Pamela Scott,2017-06-23,2015-11-20
04092017090,100,Inspection,Pamela Scott,2017-12-08,2015-11-20
04092017090,100,Inspection,Maria Powell,2018-06-13,2015-11-20
04092017090,100,Inspection,Melodee Johnson,2018-10-19,2015-11-20
04092017090,99.5,Inspection,Melodee Johnson,2019-03-27,2015-11-20
04092017090,97,Inspection,Melodee Johnson,2019-09-06,2015-11-20
04092017090,100,Inspection,Melodee Johnson,2020-03-25,2015-11-20
04092017089,98,Inspection,Laura McNeill,2015-12-16,2015-11-20
04092017089,97.5,Inspection,Lisa McCoy,2016-12-13,2015-11-20
04092017089,95,Inspection,Maria Powell,2017-07-31,2015-11-20
04092017089,96.5,Re-Inspection,Maria Powell,2017-08-29,2015-11-20
04092017089,98,Inspection,Maria Powell,2018-04-29,2015-11-20
04092017089,95,Inspection,Brittny Thomas,2018-11-15,2015-11-20
04092017089,98.5,Inspection,Sarah Thompson,2019-05-24,2015-11-20
04092017089,94,Inspection,Joanne Rutkofske,2019-11-18,2015-11-20
04092017089,96,Inspection,Joanne Rutkofske,2020-04-08,2015-11-20
04092017089,94.5,Inspection,Joanne Rutkofske,2020-08-31,2015-11-20
04092017229,94.5,Inspection,Lisa McCoy,2016-07-01,2016-05-26
04092017229,97,Inspection,Angela Myers,2017-02-03,2016-05-26
04092017229,94,Inspection,Angela Myers,2017-06-29,2016-05-26
04092017229,92.5,Inspection,Angela Myers,2017-09-08,2016-05-26
04092017229,98,Inspection,Angela Myers,2018-01-17,2016-05-26
04092017229,96,Inspection,Angela Myers,2018-06-08,2016-05-26
04092017229,95.5,Inspection,Caroline Suggs,2018-10-30,2016-05-26
04092017229,96.5,Inspection,Angela Myers,2019-08-21,2016-05-26
04092017229,83,Inspection,Angela Myers,2020-01-06,2016-05-26
04092017229,99.5,Re-Inspection,Angela Myers,2020-02-14,2016-05-26
04092016820,95,Inspection,Karla Crowder,2015-01-07,2014-11-17
04092016820,97.5,Inspection,Karla Crowder,2015-07-13,2014-11-17
04092016820,97.5,Inspection,Karla Crowder,2016-01-29,2014-11-17
04092016820,96,Inspection,David Adcock,2016-08-05,2014-11-17
04092016820,96,Inspection,David Adcock,2016-12-05,2014-11-17
04092016820,96.5,Inspection,David Adcock,2017-03-29,2014-11-17
04092016820,96,Inspection,David Adcock,2017-07-13,2014-11-17
04092016820,97.5,Inspection,David Adcock,2017-10-17,2014-11-17
04092016820,97.5,Inspection,David Adcock,2018-01-31,2014-11-17
04092016820,97,Inspection,David Adcock,2018-04-12,2014-11-17
04092016820,98,Inspection,John Wulffert,2018-08-16,2014-11-17
04092016820,98,Inspection,John Wulffert,2018-12-04,2014-11-17
04092016820,98,Inspection,John Wulffert,2019-04-29,2014-11-17
04092016820,97,Inspection,Joshua Volkan,2019-08-14,2014-11-17
04092016820,97,Inspection,Greta Welch,2020-01-24,2014-11-17
04092016820,99,Inspection,Loc Nguyen,2020-05-19,2014-11-17
04092018160,98,Inspection,James Smith,2019-09-20,2019-08-27
04092018160,98,Inspection,Melodee Johnson,2020-03-30,2019-08-27
04092017088,97.5,Inspection,James Smith,2016-02-25,2015-11-18
04092017088,94.5,Inspection,James Smith,2016-07-14,2015-11-18
04092017088,95.5,Inspection,Johanna Hill,2017-06-16,2015-11-18
04092017088,96.5,Inspection,Michael Robinson,2017-09-07,2015-11-18
04092017088,97.5,Inspection,Michael Robinson,2018-01-11,2015-11-18
04092017088,96.5,Inspection,Michael Robinson,2018-04-12,2015-11-18
04092017088,97,Inspection,Michael Robinson,2018-12-12,2015-11-18
04092017088,96.5,Inspection,Jackson Hooton,2019-05-16,2015-11-18
04092017088,97,Inspection,Patricia Sabby,2019-12-05,2015-11-18
04092017088,95.5,Inspection,Patricia Sabby,2020-03-16,2015-11-18
04092017088,94,Inspection,Patricia Sabby,2020-06-15,2015-11-18
04092017088,94.5,Inspection,Nicole Bailey,2020-09-22,2015-11-18
04092016818,96.5,Inspection,Caroline Suggs,2015-01-28,2014-11-14
04092016818,92,Inspection,Jennifer Edwards,2015-07-21,2014-11-14
04092016818,95,Inspection,Jennifer Edwards,2016-01-20,2014-11-14
04092016818,92.5,Inspection,Laura McNeill,2016-08-08,2014-11-14
04092016818,96,Inspection,Laura McNeill,2017-02-27,2014-11-14
04092016818,96.5,Inspection,Anne-Kathrin Bartoli,2017-08-14,2014-11-14
04092016818,96.5,Inspection,Melodee Johnson,2018-04-11,2014-11-14
04092016818,95.5,Inspection,Laura McNeill,2018-09-13,2014-11-14
04092016818,94.5,Inspection,Laura McNeill,2019-01-17,2014-11-14
04092016818,93.5,Inspection,Laura McNeill,2019-06-11,2014-11-14
04092016818,94.5,Inspection,Nicole Bailey,2019-09-11,2014-11-14
04092016818,92,Inspection,Nicole Bailey,2019-12-10,2014-11-14
04092016818,95,Inspection,Nicole Bailey,2020-03-04,2014-11-14
04092016818,97.5,Inspection,Nicole Bailey,2020-05-28,2014-11-14
04092016818,94,Inspection,Christy Klaus,2020-09-10,2014-11-14
04092017086,96,Inspection,Daryl Beasley,2016-02-25,2015-11-09
04092017086,95,Inspection,Shakera Robbins,2017-04-12,2015-11-09
04092017086,96,Inspection,Meghan Scott,2017-07-17,2015-11-09
04092017086,97.5,Inspection,Meghan Scott,2017-11-14,2015-11-09
04092017086,98,Inspection,Meghan Scott,2018-03-02,2015-11-09
04092017086,98,Inspection,Meghan Scott,2018-08-06,2015-11-09
04092017086,96.5,Inspection,Meghan Scott,2019-02-04,2015-11-09
04092017086,90.5,Inspection,Christy Klaus,2019-09-12,2015-11-09
04092017086,97,Inspection,Meghan Scott,2020-01-28,2015-11-09
04092017086,97.5,Inspection,Karla Crowder,2020-06-15,2015-11-09
04092016816,99,Inspection,Jennifer Edwards,2014-12-08,2014-11-21
04092016816,97,Inspection,Jennifer Edwards,2015-08-19,2014-11-21
04092016816,98,Inspection,Jennifer Edwards,2016-02-25,2014-11-21
04092016816,99,Inspection,Christy Klaus,2016-10-27,2014-11-21
04092016816,98.5,Inspection,Jason Dunn,2017-07-26,2014-11-21
04092016816,98.5,Inspection,Jason Dunn,2018-01-23,2014-11-21
04092016816,95.5,Inspection,Lauren Harden,2019-02-01,2014-11-21
04092016816,99.5,Inspection,Zachary Carter,2020-08-27,2014-11-21
04092017084,94,Inspection,Angela Myers,2015-12-29,2015-11-16
04092017084,93.5,Inspection,Jessica Andrews,2016-12-05,2015-11-16
04092017084,97.5,Inspection,Jessica Andrews,2017-07-24,2015-11-16
04092017084,99,Inspection,Jessica Andrews,2018-06-13,2015-11-16
04092017084,100,Inspection,Jessica Andrews,2018-11-30,2015-11-16
04092017084,98.5,Inspection,Brittny Thomas,2019-11-20,2015-11-16
04092016815,95,Inspection,Jennifer Edwards,2014-12-15,2014-11-24
04092016815,96,Inspection,Jennifer Edwards,2015-05-13,2014-11-24
04092016815,96.5,Inspection,Laura McNeill,2015-12-08,2014-11-24
04092016815,96,Inspection,Laura McNeill,2016-05-17,2014-11-24
04092016815,96,Inspection,Maria Powell,2017-05-24,2014-11-24
04092016815,92,Inspection,Maria Powell,2017-10-04,2014-11-24
04092016815,93.5,Inspection,Maria Powell,2018-04-16,2014-11-24
04092016815,95,Inspection,Maria Powell,2018-11-26,2014-11-24
04092016815,95,Inspection,Sarah Thompson,2019-03-20,2014-11-24
04092016815,95.5,Inspection,Joanne Rutkofske,2019-07-25,2014-11-24
04092016815,93.5,Inspection,Joanne Rutkofske,2019-11-13,2014-11-24
04092016815,93.5,Inspection,Joanne Rutkofske,2020-03-23,2014-11-24
04092016815,95,Inspection,Joanne Rutkofske,2020-05-11,2014-11-24
04092016815,97,Inspection,Joanne Rutkofske,2020-08-04,2014-11-24
04092016814,99.5,Inspection,James Smith,2014-12-18,2014-11-19
04092016814,99.5,Inspection,James Smith,2015-09-01,2014-11-19
04092016814,99.5,Inspection,Naterra McQueen,2016-06-09,2014-11-19
04092016814,99,Inspection,Marion Wearing,2017-02-01,2014-11-19
04092016814,99,Inspection,Maria Powell,2017-10-26,2014-11-19
04092016814,99.5,Inspection,Jessica Andrews,2018-03-20,2014-11-19
04092016814,98,Inspection,Jessica Andrews,2018-08-08,2014-11-19
04092016814,99.5,Inspection,Loc Nguyen,2019-02-04,2014-11-19
04092016814,100,Inspection,Loc Nguyen,2019-08-12,2014-11-19
04092016814,100,Inspection,Loc Nguyen,2020-04-07,2014-11-19
04092016814,100,Inspection,Maria Powell,2020-09-16,2014-11-19
04092015171,99,Inspection,Chris Askew,2014-01-14,2008-07-11
04092015171,99,Inspection,Caroline Suggs,2013-05-21,2008-07-11
04092015171,98,Inspection,Chris Askew,2014-09-29,2008-07-11
04092015171,93.5,Inspection,Chris Askew,2015-01-28,2008-07-11
04092015171,97.5,Inspection,Pamela Scott,2016-03-21,2008-07-11
04092015171,98.5,Inspection,Shakera Robbins,2017-06-05,2008-07-11
04092015171,97,Inspection,Meghan Scott,2017-10-05,2008-07-11
04092015171,99,Inspection,Meghan Scott,2018-04-03,2008-07-11
04092015171,97.5,Inspection,Meghan Scott,2018-11-27,2008-07-11
04092015171,98.5,Inspection,Meghan Scott,2019-06-13,2008-07-11
04092015171,95,Inspection,Meghan Scott,2019-11-05,2008-07-11
04092015171,99,Inspection,Jason Dunn,2020-06-05,2008-07-11
04092018299,97,Inspection,James Smith,2020-06-24,2020-01-23
04092018092,99.5,Inspection,John Wulffert,2019-08-27,2019-04-24
04092018092,99.5,Inspection,John Wulffert,2019-12-31,2019-04-24
04092018092,100,Inspection,John Wulffert,2020-03-24,2019-04-24
04092018092,99.5,Inspection,John Wulffert,2020-08-25,2019-04-24
04092015967,97.5,Inspection,Naterra McQueen,2012-12-14,2011-05-24
04092015967,99.5,Inspection,Christopher Walker,2013-10-08,2011-05-24
04092015967,98.5,Inspection,Christopher Walker,2014-03-18,2011-05-24
04092015967,98.5,Inspection,Naterra McQueen,2013-05-02,2011-05-24
04092015967,97,Inspection,Christopher Walker,2014-08-29,2011-05-24
04092015967,96.5,Inspection,Christopher Walker,2015-05-22,2011-05-24
04092015967,95,Inspection,Christopher Walker,2015-11-19,2011-05-24
04092015967,97,Inspection,Daryl Beasley,2016-09-23,2011-05-24
04092015967,97.5,Inspection,Daryl Beasley,2017-01-12,2011-05-24
04092015967,97.5,Inspection,Daryl Beasley,2017-08-07,2011-05-24
04092015967,96.5,Inspection,Lauren Harden,2018-04-30,2011-05-24
04092015967,93.5,Inspection,Lauren Harden,2018-08-31,2011-05-24
04092015967,96.5,Inspection,Lauren Harden,2019-01-03,2011-05-24
04092015967,97.5,Inspection,Lauren Harden,2019-05-03,2011-05-24
04092015967,97.5,Inspection,Lauren Harden,2019-09-11,2011-05-24
04092015967,97.5,Inspection,Lauren Harden,2020-01-22,2011-05-24
04092015967,97.5,Inspection,Lauren Harden,2020-06-01,2011-05-24
04092018114,98,Inspection,Meghan Scott,2019-07-11,2019-06-12
04092018114,96,Inspection,Maria Powell,2020-03-25,2019-06-12
04092018114,97,Inspection,Maria Powell,2020-06-02,2019-06-12
04092018114,96,Inspection,Meghan Scott,2020-08-25,2019-06-12
04092017960,96.5,Inspection,James Smith,2018-12-17,2018-10-18
04092017960,97.5,Inspection,James Smith,2019-06-28,2018-10-18
04092017960,97.5,Inspection,Loc Nguyen,2019-09-26,2018-10-18
04092017960,98,Inspection,Ursula Gadomski,2020-03-31,2018-10-18
04092017960,97,Inspection,Ursula Gadomski,2020-08-24,2018-10-18
04092016431,96.5,Inspection,Chris Askew,2013-12-27,2013-05-15
04092016431,95.5,Inspection,Lucy Schrum,2013-06-18,2013-05-15
04092016431,90,Inspection,Chris Askew,2014-07-31,2013-05-15
04092016431,95.5,Inspection,Chris Askew,2015-03-31,2013-05-15
04092016431,94.5,Inspection,Daryl Beasley,2016-05-02,2013-05-15
04092016431,91,Inspection,Meghan Scott,2017-06-28,2013-05-15
04092016431,93,Inspection,Meghan Scott,2017-11-27,2013-05-15
04092016431,94,Inspection,Meghan Scott,2018-04-03,2013-05-15
04092016431,95,Inspection,Marion Wearing,2018-09-21,2013-05-15
04092016431,92,Inspection,Marion Wearing,2018-11-29,2013-05-15
04092016431,92.5,Inspection,Marion Wearing,2019-04-29,2013-05-15
04092016431,93.5,Inspection,Laura McNeill,2019-11-18,2013-05-15
04092016431,92,Inspection,Jason Dunn,2020-06-23,2013-05-15
04092018161,97.5,Inspection,James Smith,2019-09-25,2019-08-27
04092018161,99,Inspection,Ursula Gadomski,2020-06-29,2019-08-27
04092017619,99,Inspection,David Adcock,2017-08-18,2017-06-08
04092017619,95.5,Inspection,David Adcock,2018-02-15,2017-06-08
04092017619,98,Inspection,John Wulffert,2018-09-12,2017-06-08
04092017619,98.5,Inspection,John Wulffert,2019-02-13,2017-06-08
04092017619,93.5,Inspection,Ginger Johnson,2019-12-10,2017-06-08
04092015197,93,Inspection,Karla Crowder,2012-10-16,2008-08-12
04092015197,93.5,Inspection,Andrea Anover,2013-08-23,2008-08-12
04092015197,90,Inspection,Andrea Anover,2014-02-24,2008-08-12
04092015197,94,Inspection,Karla Crowder,2013-03-25,2008-08-12
04092015197,95.5,Inspection,Andrea Anover,2014-07-07,2008-08-12
04092015197,94.5,Inspection,Andrea Anover,2015-02-12,2008-08-12
04092015197,95.5,Inspection,Andrea Anover,2015-07-23,2008-08-12
04092015197,90,Inspection,Andrea Anover,2016-02-25,2008-08-12
04092015197,95,Inspection,Ginger Johnson,2016-09-28,2008-08-12
04092015197,93.5,Inspection,Ginger Johnson,2017-01-23,2008-08-12
04092015197,92,Inspection,Ginger Johnson,2017-06-22,2008-08-12
04092015197,93,Inspection,Angela Jacobs,2017-08-15,2008-08-12
04092015197,93.5,Inspection,Angela Jacobs,2018-01-16,2008-08-12
04092015197,94,Inspection,Angela Jacobs,2018-04-11,2008-08-12
04092015197,91.5,Inspection,Ginger Johnson,2018-07-20,2008-08-12
04092015197,97.5,Inspection,Ginger Johnson,2018-11-15,2008-08-12
04092015197,96,Inspection,Ginger Johnson,2019-02-20,2008-08-12
04092015197,97.5,Inspection,John Wulffert,2019-09-03,2008-08-12
04092015197,97,Inspection,John Wulffert,2020-02-14,2008-08-12
04092015197,98,Inspection,John Wulffert,2020-07-30,2008-08-12
04092017618,98,Inspection,Maria Powell,2017-07-05,2017-05-22
04092017618,95,Inspection,Maria Powell,2018-03-21,2017-05-22
04092017618,95.5,Inspection,Caroline Suggs,2018-09-25,2017-05-22
04092017618,95.5,Inspection,Angela Myers,2019-02-07,2017-05-22
04092017618,94.5,Inspection,Joanne Rutkofske,2019-07-23,2017-05-22
04092017618,91,Inspection,Joanne Rutkofske,2020-01-15,2017-05-22
04092017618,95.5,Inspection,Joanne Rutkofske,2020-04-07,2017-05-22
04092017618,98,Inspection,Joanne Rutkofske,2020-08-11,2017-05-22
04092017617,96,Inspection,Pamela Scott,2017-06-21,2017-05-16
04092017617,98.5,Inspection,Pamela Scott,2017-12-21,2017-05-16
04092017617,98.5,Inspection,Melodee Johnson,2018-07-25,2017-05-16
04092017617,98.5,Inspection,Melodee Johnson,2019-04-11,2017-05-16
04092017617,97.5,Inspection,Melodee Johnson,2019-07-30,2017-05-16
04092017617,96,Inspection,Melodee Johnson,2019-12-17,2017-05-16
04092017617,97,Inspection,Melodee Johnson,2020-03-16,2017-05-16
04092017617,95,Inspection,Jason Dunn,2020-06-01,2017-05-16
04092017617,97.5,Inspection,Melodee Johnson,2020-09-29,2017-05-16
04092015200,98,Inspection,Christopher Walker,2013-04-23,2008-08-20
04092015200,95.5,Inspection,Naterra McQueen,2014-01-13,2008-08-20
04092015200,97,Inspection,Naterra McQueen,2014-10-30,2008-08-20
04092015200,95,Inspection,Naterra McQueen,2015-07-15,2008-08-20
04092015200,96,Inspection,Naterra McQueen,2016-05-09,2008-08-20
04092015200,95,Inspection,Dimitri Parker,2017-01-05,2008-08-20
04092015200,94,Inspection,Dimitri Parker,2017-07-07,2008-08-20
04092015200,95.5,Inspection,Kaitlyn Yow,2018-04-17,2008-08-20
04092015200,94,Inspection,Kaitlyn Yow,2019-02-11,2008-08-20
04092015200,94,Inspection,Christy Klaus,2019-11-21,2008-08-20
04092015200,86.5,Inspection,Karla Crowder,2020-03-12,2008-08-20
04092015200,95,Re-Inspection,Karla Crowder,2020-03-17,2008-08-20
04092015200,95,Inspection,Lauren Harden,2020-08-06,2008-08-20
04092015201,99.5,Inspection,James Smith,2013-01-24,2008-08-21
04092015201,97.5,Inspection,Angela Myers,2013-08-12,2008-08-21
04092015201,99.5,Inspection,Angela Myers,2014-02-20,2008-08-21
04092015201,97.5,Inspection,Angela Myers,2014-08-14,2008-08-21
04092015201,98,Inspection,Angela Myers,2015-04-08,2008-08-21
04092015201,99,Inspection,Angela Myers,2015-10-28,2008-08-21
04092015201,99,Inspection,Angela Myers,2016-02-16,2008-08-21
04092015201,99,Inspection,Angela Myers,2016-05-05,2008-08-21
04092015201,97.5,Inspection,Joshua Volkan,2017-04-26,2008-08-21
04092015201,100,Inspection,Brittny Thomas,2017-11-09,2008-08-21
04092015201,99,Inspection,Brittny Thomas,2018-03-13,2008-08-21
04092015201,97,Inspection,Brittny Thomas,2018-10-08,2008-08-21
04092015201,99,Inspection,Brittny Thomas,2019-02-21,2008-08-21
04092015201,98.5,Inspection,Brittny Thomas,2019-06-18,2008-08-21
04092015201,100,Inspection,Ursula Gadomski,2019-11-26,2008-08-21
04092015201,99.5,Inspection,Ursula Gadomski,2020-05-08,2008-08-21
04092017616,97,Inspection,Daryl Beasley,2017-06-29,2017-05-12
04092017616,94.5,Inspection,Daryl Beasley,2017-12-11,2017-05-12
04092017616,94,Inspection,Lauren Harden,2018-05-23,2017-05-12
04092017616,97,Inspection,Marion Wearing,2018-11-21,2017-05-12
04092017616,95,Inspection,Naterra McQueen,2019-08-23,2017-05-12
04092017616,95.5,Inspection,Jason Dunn,2020-03-31,2017-05-12
04092018093,96,Inspection,James Smith,2019-05-28,2019-04-25
04092018093,97,Inspection,Sarah Thompson,2020-01-07,2019-04-25
04092018093,97.5,Inspection,Sarah Thompson,2020-06-01,2019-04-25
04092018093,98,Inspection,Loc Nguyen,2020-09-09,2019-04-25
04092016433,98,Inspection,Ashley Whittington,2013-08-20,2013-05-30
04092016433,94,Inspection,Christopher Walker,2014-03-20,2013-05-30
04092016433,91.5,Inspection,Christopher Walker,2014-09-15,2013-05-30
04092016433,92,Inspection,Christopher Walker,2015-03-16,2013-05-30
04092016433,90,Inspection,Christopher Walker,2015-09-24,2013-05-30
04092016433,96,Inspection,Christopher Walker,2016-03-24,2013-05-30
04092016433,97.5,Inspection,Pamela Scott,2016-09-21,2013-05-30
04092016433,94.5,Inspection,Pamela Scott,2017-01-18,2013-05-30
04092016433,97.5,Inspection,Pamela Scott,2017-07-20,2013-05-30
04092016433,96,Inspection,Pamela Scott,2018-01-26,2013-05-30
04092016433,96,Inspection,Melodee Johnson,2018-07-20,2013-05-30
04092016433,98,Inspection,Melodee Johnson,2019-01-30,2013-05-30
04092016433,97,Inspection,Melodee Johnson,2019-06-13,2013-05-30
04092016433,95.5,Inspection,Melodee Johnson,2019-10-08,2013-05-30
04092016433,99,Inspection,Melodee Johnson,2020-03-23,2013-05-30
04092016433,99,Inspection,Nicole Bailey,2020-08-11,2013-05-30
04092017695,97.5,Inspection,Lisa McCoy,2017-12-01,2017-10-10
04092017695,95.5,Inspection,Lisa McCoy,2018-04-06,2017-10-10
04092017695,96.5,Inspection,Naterra McQueen,2018-11-19,2017-10-10
04092017695,97,Inspection,Naterra McQueen,2019-03-28,2017-10-10
04092017695,91.5,Inspection,Lucy Schrum,2019-09-16,2017-10-10
04092017695,87.5,Inspection,Lucy Schrum,2020-03-03,2017-10-10
04092017695,93.5,Re-Inspection,Lucy Schrum,2020-03-20,2017-10-10
04092017695,92,Inspection,Lucy Schrum,2020-06-26,2017-10-10
04092017965,99,Inspection,Meghan Scott,2018-11-09,2018-10-17
04092017965,98,Inspection,Meghan Scott,2019-03-07,2018-10-17
04092017965,100,Inspection,Meghan Scott,2019-07-30,2018-10-17
04092017965,99,Inspection,Meghan Scott,2020-02-03,2018-10-17
04092017965,99.5,Inspection,Zachary Carter,2020-03-30,2018-10-17
04092017965,100,Inspection,Meghan Scott,2020-07-29,2018-10-17
04092018170,98.5,Inspection,Greta Welch,2019-12-13,2019-09-04
04092018170,99.5,Inspection,Loc Nguyen,2020-09-17,2019-09-04
04092016337,97,Inspection,Lisa McCoy,2013-01-30,2013-01-18
04092016337,98.5,Inspection,Anne-Kathrin Bartoli,2013-12-18,2013-01-18
04092016337,98.5,Inspection,Lisa McCoy,2013-06-27,2013-01-18
04092016337,98,Inspection,Anne-Kathrin Bartoli,2014-06-12,2013-01-18
04092016337,97.5,Inspection,Anne-Kathrin Bartoli,2014-10-17,2013-01-18
04092016337,96.5,Inspection,Anne-Kathrin Bartoli,2015-03-03,2013-01-18
04092016337,95.5,Inspection,Anne-Kathrin Bartoli,2015-07-09,2013-01-18
04092016337,98,Inspection,Anne-Kathrin Bartoli,2016-01-05,2013-01-18
04092016337,95,Inspection,Anne-Kathrin Bartoli,2016-05-24,2013-01-18
04092016337,93,Inspection,Laura McNeill,2016-10-12,2013-01-18
04092016337,95,Inspection,Laura McNeill,2017-04-19,2013-01-18
04092016337,97,Inspection,Caroline Suggs,2017-11-15,2013-01-18
04092016337,97,Inspection,Caroline Suggs,2018-05-21,2013-01-18
04092016337,95,Inspection,Caroline Suggs,2018-11-21,2013-01-18
04092016337,98,Inspection,Ginger Johnson,2019-06-25,2013-01-18
04092016337,98,Inspection,Sarah Thompson,2019-09-24,2013-01-18
04092016337,98.5,Inspection,Sarah Thompson,2019-12-13,2013-01-18
04092016337,99,Inspection,Sarah Thompson,2020-03-03,2013-01-18
04092016337,98,Inspection,Sarah Thompson,2020-08-24,2013-01-18
04092018214,96.5,Inspection,Jackson Hooton,2020-03-30,2019-11-04
04092018196,97.5,Inspection,James Smith,2020-02-10,2019-10-11
04092018196,99,Inspection,Ursula Gadomski,2020-06-17,2019-10-11
04092014492,96.5,Inspection,James Smith,2012-12-28,2006-02-02
04092014492,93.5,Inspection,James Smith,2013-03-06,2006-02-02
04092014492,96.5,Inspection,Angela Myers,2013-11-12,2006-02-02
04092014492,90.5,Inspection,Angela Myers,2014-07-15,2006-02-02
04092014492,92,Inspection,Angela Myers,2015-06-01,2006-02-02
04092014492,94.5,Inspection,Angela Myers,2015-12-01,2006-02-02
04092014492,97.5,Inspection,Angela Myers,2016-06-29,2006-02-02
04092014492,96,Inspection,Brittny Thomas,2017-05-23,2006-02-02
04092014492,94,Inspection,Brittny Thomas,2017-08-11,2006-02-02
04092014492,97.5,Inspection,Brittny Thomas,2018-01-23,2006-02-02
04092014492,98,Inspection,Brittny Thomas,2018-07-17,2006-02-02
04092014492,96,Inspection,Brittny Thomas,2018-12-06,2006-02-02
04092014492,96.5,Inspection,Brittny Thomas,2019-05-06,2006-02-02
04092014492,96.5,Inspection,Brittny Thomas,2019-09-09,2006-02-02
04092014492,95.5,Inspection,Ursula Gadomski,2020-03-10,2006-02-02
04092014492,95,Inspection,Ursula Gadomski,2020-09-16,2006-02-02
04092017699,98.5,Inspection,James Smith,2017-11-17,2017-10-30
04092017699,95,Inspection,Andrea Anover,2018-09-11,2017-10-30
04092017699,97,Inspection,Lucy Schrum,2020-08-20,2017-10-30
04092016473,98,Inspection,Lisa McCoy,2013-10-31,2013-08-16
04092016473,97.5,Inspection,Christy Klaus,2014-05-12,2013-08-16
04092016473,99,Inspection,Jennifer Edwards,2014-11-21,2013-08-16
04092016473,97,Inspection,Jennifer Edwards,2015-04-24,2013-08-16
04092016473,95.5,Inspection,Jennifer Edwards,2015-10-05,2013-08-16
04092016473,96,Inspection,Jennifer Edwards,2016-03-22,2013-08-16
04092016473,95.5,Inspection,Jason Dunn,2016-08-03,2013-08-16
04092016473,98,Inspection,Jason Dunn,2017-03-16,2013-08-16
04092016473,95.5,Inspection,Jason Dunn,2017-10-19,2013-08-16
04092016473,95,Inspection,Laura McNeill,2018-04-13,2013-08-16
04092016473,96,Inspection,Laura McNeill,2018-10-22,2013-08-16
04092016473,98,Inspection,Joanne Rutkofske,2019-04-12,2013-08-16
04092016473,98.5,Inspection,Nicole Bailey,2019-09-24,2013-08-16
04092016473,98.5,Inspection,Nicole Bailey,2020-03-11,2013-08-16
04092016473,98.5,Inspection,Nicole Bailey,2020-09-08,2013-08-16
04092013208,98,Inspection,Jennifer Edwards,2013-09-27,2000-09-26
04092013208,95.5,Inspection,Jennifer Edwards,2014-02-21,2000-09-26
04092013208,96,Inspection,Jennifer Edwards,2014-08-13,2000-09-26
04092013208,97,Inspection,Jennifer Edwards,2015-04-10,2000-09-26
04092013208,98.5,Inspection,Laura McNeill,2015-12-17,2000-09-26
04092013208,97,Inspection,Laura McNeill,2016-05-18,2000-09-26
04092013208,98,Inspection,Anne-Kathrin Bartoli,2016-08-19,2000-09-26
04092013208,97.5,Inspection,Maria Powell,2017-07-10,2000-09-26
04092013208,99,Inspection,Maria Powell,2018-01-16,2000-09-26
04092013208,99,Inspection,Maria Powell,2018-07-08,2000-09-26
